corpus	token	lemma_guess	count	category	notes
opensubs	scusarmi	scusarmi	8717	tokeniser_fixable	clitic_verb
opensubs	dirci	dirci	8701	tokeniser_fixable	clitic_verb
opensubs	sean	sean	8654	proper_noun	
opensubs	potra	potra	8650	residual	
opensubs	dirmelo	dirmelo	8614	tokeniser_fixable	clitic_verb
opensubs	dirglielo	dirglielo	8578	tokeniser_fixable	clitic_verb
opensubs	ucciderlo	ucciderlo	8569	tokeniser_fixable	clitic_verb
opensubs	chicago	chicago	8563	residual	
opensubs	sentirmi	sentirmi	8478	tokeniser_fixable	clitic_verb
opensubs	aiutarci	aiutarci	8421	tokeniser_fixable	clitic_verb
opensubs	larry	larry	8415	proper_noun	
opensubs	dean	dean	8379	proper_noun	
opensubs	dovro	dovro	8330	residual	
opensubs	dillo	dillo	8316	residual	
opensubs	fatemi	fatemi	8304	residual	
opensubs	kyle	kyle	8289	proper_noun	
opensubs	muoversi	muoversi	8223	tokeniser_fixable	clitic_verb
opensubs	farvi	farvi	8219	tokeniser_fixable	clitic_verb
opensubs	sissignore	sissignore	8216	residual	
opensubs	phil	phil	8210	proper_noun	
opensubs	smetterla	smetterla	8169	tokeniser_fixable	clitic_verb
opensubs	puo'	puo'	8163	residual	
opensubs	jerry	jerry	8114	proper_noun	
opensubs	societa	societa	8112	tokeniser_fixable	accent_stripped
opensubs	louis	louis	8080	proper_noun	
opensubs	lily	lily	8050	proper_noun	
opensubs	darle	darle	7966	tokeniser_fixable	clitic_verb
opensubs	mettiti	mettiti	7943	residual	
opensubs	roger	roger	7933	proper_noun	
opensubs	jenny	jenny	7893	proper_noun	
opensubs	prenderla	prenderla	7885	tokeniser_fixable	clitic_verb
opensubs	clark	clark	7880	proper_noun	
opensubs	trovarmi	trovarmi	7862	tokeniser_fixable	clitic_verb
opensubs	barry	barry	7811	proper_noun	
opensubs	facciamolo	facciamolo	7794	residual	
opensubs	gary	gary	7743	proper_noun	
opensubs	resynch	resynch	7734	residual	
opensubs	kelly	kelly	7675	proper_noun	
opensubs	averne	averne	7640	tokeniser_fixable	clitic_verb
hermitdave	perche	perche	489341	tokeniser_fixable	accent_stripped
hermitdave	piu	piu	394239	tokeniser_fixable	accent_stripped
hermitdave	cosi	cosi	369960	tokeniser_fixable	accent_stripped
hermitdave	tanto	tangere	158527	phantom_upstream_lemma	lemma_guess=tangere
hermitdave	farlo	farlo	150609	tokeniser_fixable	clitic_verb
hermitdave	e'	e'	77610	residual	
hermitdave	nessun	nessun	74557	residual	
hermitdave	perchè	perchè	71521	residual	
hermitdave	nessuna	nessun	57823	residual	
hermitdave	farti	farti	52593	tokeniser_fixable	clitic_verb
hermitdave	farmi	farmi	48776	tokeniser_fixable	clitic_verb
hermitdave	dammi	dammi	41718	residual	
hermitdave	fammi	fammi	40278	residual	
hermitdave	smettila	smettila	39023	residual	
hermitdave	dirmi	dirmi	36757	tokeniser_fixable	clitic_verb
hermitdave	dirlo	dirlo	35840	tokeniser_fixable	clitic_verb
hermitdave	vuol	vuol	34483	residual	
hermitdave	verita	verita	33992	tokeniser_fixable	accent_stripped
hermitdave	saperlo	saperlo	33097	tokeniser_fixable	clitic_verb
hermitdave	preoccuparti	preoccuparti	32145	tokeniser_fixable	clitic_verb
hermitdave	é	é	31392	residual	
hermitdave	dev'	dev'	31186	residual	
hermitdave	dirti	dirti	31022	tokeniser_fixable	clitic_verb
hermitdave	finche	finche	30933	tokeniser_fixable	accent_stripped
hermitdave	piu'	piu'	29996	residual	
hermitdave	i'	i'	29982	residual	
hermitdave	scusami	scusami	29718	tokeniser_fixable	clitic_verb
hermitdave	perche'	perche'	27909	residual	
hermitdave	vederti	vederti	27318	tokeniser_fixable	clitic_verb
hermitdave	charlie	charlie	26128	proper_noun	
hermitdave	lasciami	lasciami	26113	tokeniser_fixable	clitic_verb
hermitdave	mike	mike	25758	proper_noun	
hermitdave	vattene	vattene	23618	residual	
hermitdave	esserci	esserci	23436	tokeniser_fixable	clitic_verb
hermitdave	george	george	22935	proper_noun	
hermitdave	andra	andra	21809	proper_noun	
hermitdave	averlo	averlo	21473	tokeniser_fixable	clitic_verb
hermitdave	henry	henry	20777	proper_noun	
hermitdave	aiutarti	aiutarti	20443	tokeniser_fixable	clitic_verb
hermitdave	america	america	20120	proper_noun	
hermitdave	jane	jane	20009	proper_noun	
hermitdave	possibilita	possibilita	20002	tokeniser_fixable	accent_stripped
hermitdave	fbi	fbi	19975	numerals_acronyms	
hermitdave	ascoltami	ascoltami	19755	tokeniser_fixable	clitic_verb
hermitdave	bellissima	bellissima	19570	residual	
hermitdave	siediti	siediti	19109	residual	
hermitdave	parlarne	parlarne	19046	tokeniser_fixable	clitic_verb
hermitdave	danny	danny	18788	proper_noun	
hermitdave	alcun	alcun	18629	residual	
hermitdave	percio	percio	18522	tokeniser_fixable	accent_stripped
hermitdave	farla	farla	18179	tokeniser_fixable	clitic_verb
hermitdave	farsi	farsi	17721	tokeniser_fixable	clitic_verb
hermitdave	averti	averti	17557	tokeniser_fixable	clitic_verb
hermitdave	jake	jake	17148	proper_noun	
hermitdave	vederlo	vederlo	16874	tokeniser_fixable	clitic_verb
hermitdave	jimmy	jimmy	16613	proper_noun	
hermitdave	parlarti	parlarti	16610	tokeniser_fixable	clitic_verb
hermitdave	gliel'	gliel'	16490	residual	
hermitdave	aiutarmi	aiutarmi	16354	tokeniser_fixable	clitic_verb
hermitdave	farcela	farcela	16249	tokeniser_fixable	clitic_verb
hermitdave	bellissimo	bellissimo	16047	residual	
hermitdave	farle	farle	15798	tokeniser_fixable	clitic_verb
hermitdave	qualcos'	qualcos'	15591	residual	
hermitdave	steve	steve	15344	proper_noun	
hermitdave	darmi	darmi	15279	tokeniser_fixable	clitic_verb
hermitdave	darti	darti	15260	tokeniser_fixable	clitic_verb
hermitdave	gesu	gesu	15033	residual	
hermitdave	tommy	tommy	14889	proper_noun	
hermitdave	maggior	maggior	14720	residual	
hermitdave	avermi	avermi	14689	tokeniser_fixable	clitic_verb
hermitdave	avra	avra	14464	residual	
hermitdave	aiutarla	aiutarla	14082	tokeniser_fixable	clitic_verb
hermitdave	ryan	ryan	13986	proper_noun	
hermitdave	guardami	guardami	13886	tokeniser_fixable	clitic_verb
hermitdave	londra	londra	13697	proper_noun	
hermitdave	vederla	vederla	13677	tokeniser_fixable	clitic_verb
hermitdave	amy	amy	13630	proper_noun	
hermitdave	billy	billy	13615	proper_noun	
hermitdave	aiutami	aiutami	13584	tokeniser_fixable	clitic_verb
hermitdave	cosi'	cosi'	13573	residual	
hermitdave	richard	richard	13478	proper_noun	
hermitdave	verra	verra	13224	residual	
hermitdave	averla	averla	13198	tokeniser_fixable	clitic_verb
hermitdave	digli	digli	13014	residual	
hermitdave	daniel	daniel	13010	proper_noun	
hermitdave	dirle	dirle	12996	tokeniser_fixable	clitic_verb
hermitdave	parigi	parigi	12917	proper_noun	
hermitdave	kevin	kevin	12887	proper_noun	
hermitdave	andartene	andartene	12862	tokeniser_fixable	clitic_verb
hermitdave	srt	srt	12789	numerals_acronyms	
hermitdave	johnny	johnny	12726	proper_noun	
hermitdave	maria	maria	12448	proper_noun	
hermitdave	prendermi	prendermi	12305	tokeniser_fixable	clitic_verb
hermitdave	kate	kate	12295	proper_noun	
hermitdave	chris	chris	12245	proper_noun	
hermitdave	robert	robert	12005	proper_noun	
hermitdave	andarci	andarci	11981	tokeniser_fixable	clitic_verb
hermitdave	adam	adam	11978	proper_noun	
hermitdave	dirtelo	dirtelo	11977	tokeniser_fixable	clitic_verb
hermitdave	chiederti	chiederti	11925	tokeniser_fixable	clitic_verb
hermitdave	brian	brian	11829	proper_noun	
hermitdave	fargli	fargli	11810	tokeniser_fixable	clitic_verb
hermitdave	muoviti	muoviti	11794	residual	
hermitdave	charles	charles	11784	proper_noun	
hermitdave	angeles	angeles	11783	residual	
hermitdave	scott	scott	11679	proper_noun	
hermitdave	rachel	rachel	11674	proper_noun	
hermitdave	laggiu	laggiu	11436	residual	
hermitdave	washington	washington	11424	proper_noun	
hermitdave	pensarci	pensarci	11373	tokeniser_fixable	clitic_verb
hermitdave	avro	avro	11243	residual	
hermitdave	eddie	eddie	11213	proper_noun	
hermitdave	claire	claire	11086	proper_noun	
hermitdave	emma	emma	11059	proper_noun	
hermitdave	emily	emily	11031	proper_noun	
hermitdave	trovarlo	trovarlo	10858	tokeniser_fixable	clitic_verb
hermitdave	scusatemi	scusatemi	10841	residual	
hermitdave	chiamami	chiamami	10828	tokeniser_fixable	clitic_verb
hermitdave	prenderti	prenderti	10697	tokeniser_fixable	clitic_verb
hermitdave	crederci	crederci	10687	tokeniser_fixable	clitic_verb
hermitdave	martin	martin	10686	proper_noun	
hermitdave	esserlo	esserlo	10642	tokeniser_fixable	clitic_verb
hermitdave	andarmene	andarmene	10619	tokeniser_fixable	clitic_verb
hermitdave	josh	josh	10419	proper_noun	
hermitdave	eric	eric	10371	proper_noun	
hermitdave	credimi	credimi	10346	residual	
hermitdave	quand'	quand'	10314	residual	
hermitdave	nient'	nient'	10313	residual	
hermitdave	vedermi	vedermi	10308	tokeniser_fixable	clitic_verb
hermitdave	kim	kim	10296	proper_noun	
hermitdave	dirgli	dirgli	10291	tokeniser_fixable	clitic_verb
hermitdave	pete	pete	10258	proper_noun	
hermitdave	dargli	dargli	10235	tokeniser_fixable	clitic_verb
hermitdave	thomas	thomas	10156	proper_noun	
hermitdave	chiamarmi	chiamarmi	10003	tokeniser_fixable	clitic_verb
hermitdave	uccidermi	uccidermi	9976	tokeniser_fixable	clitic_verb
hermitdave	andarsene	andarsene	9974	tokeniser_fixable	clitic_verb
hermitdave	lascialo	lascialo	9969	tokeniser_fixable	clitic_verb
hermitdave	annie	annie	9818	proper_noun	
hermitdave	o'	o'	9803	residual	
hermitdave	conoscerti	conoscerti	9719	tokeniser_fixable	clitic_verb
hermitdave	tantissimo	tantissimo	9702	residual	
hermitdave	prenderlo	prenderlo	9679	tokeniser_fixable	clitic_verb
hermitdave	chuck	chuck	9555	proper_noun	
hermitdave	luke	luke	9544	proper_noun	
hermitdave	simon	simon	9468	proper_noun	
hermitdave	ted	ted	9437	proper_noun	
hermitdave	abby	abby	9387	proper_noun	
hermitdave	succedera	succedera	9386	residual	
hermitdave	offerto	offerto	9378	residual	
hermitdave	lasciarmi	lasciarmi	9322	tokeniser_fixable	clitic_verb
hermitdave	lasciatemi	lasciatemi	9293	residual	
hermitdave	lucy	lucy	9227	proper_noun	
hermitdave	andarcene	andarcene	9225	tokeniser_fixable	clitic_verb
hermitdave	parlarle	parlarle	9180	tokeniser_fixable	clitic_verb
hermitdave	laura	laura	8997	proper_noun	
hermitdave	bell'	bell'	8993	residual	
hermitdave	hank	hank	8895	proper_noun	
hermitdave	jeff	jeff	8809	proper_noun	
hermitdave	vorra	vorra	8806	residual	
hermitdave	carl	carl	8802	proper_noun	
hermitdave	scusarmi	scusarmi	8717	tokeniser_fixable	clitic_verb
hermitdave	dirci	dirci	8701	tokeniser_fixable	clitic_verb
hermitdave	sean	sean	8654	proper_noun	
hermitdave	potra	potra	8650	residual	
hermitdave	dirmelo	dirmelo	8614	tokeniser_fixable	clitic_verb
hermitdave	dirglielo	dirglielo	8578	tokeniser_fixable	clitic_verb
hermitdave	ucciderlo	ucciderlo	8569	tokeniser_fixable	clitic_verb
hermitdave	chicago	chicago	8563	residual	
hermitdave	sentirmi	sentirmi	8478	tokeniser_fixable	clitic_verb
hermitdave	aiutarci	aiutarci	8421	tokeniser_fixable	clitic_verb
hermitdave	larry	larry	8415	proper_noun	
hermitdave	dean	dean	8379	proper_noun	
hermitdave	dovro	dovro	8330	residual	
hermitdave	dillo	dillo	8316	residual	
hermitdave	fatemi	fatemi	8304	residual	
hermitdave	kyle	kyle	8289	proper_noun	
hermitdave	muoversi	muoversi	8223	tokeniser_fixable	clitic_verb
hermitdave	farvi	farvi	8219	tokeniser_fixable	clitic_verb
hermitdave	sissignore	sissignore	8216	residual	
hermitdave	phil	phil	8210	proper_noun	
hermitdave	smetterla	smetterla	8169	tokeniser_fixable	clitic_verb
hermitdave	puo'	puo'	8163	residual	
hermitdave	jerry	jerry	8114	proper_noun	
hermitdave	societa	societa	8112	tokeniser_fixable	accent_stripped
hermitdave	louis	louis	8080	proper_noun	
hermitdave	lily	lily	8050	proper_noun	
hermitdave	darle	darle	7966	tokeniser_fixable	clitic_verb
hermitdave	mettiti	mettiti	7943	residual	
hermitdave	roger	roger	7933	proper_noun	
hermitdave	jenny	jenny	7893	proper_noun	
hermitdave	prenderla	prenderla	7885	tokeniser_fixable	clitic_verb
hermitdave	clark	clark	7880	proper_noun	
hermitdave	trovarmi	trovarmi	7862	tokeniser_fixable	clitic_verb
hermitdave	barry	barry	7811	proper_noun	
hermitdave	facciamolo	facciamolo	7794	residual	
hermitdave	gary	gary	7743	proper_noun	
hermitdave	resynch	resynch	7734	residual	
hermitdave	kelly	kelly	7675	proper_noun	
hermitdave	averne	averne	7640	tokeniser_fixable	clitic_verb
orgtre	E'	e'	2807476	residual	
orgtre	perche	perche	1283914	tokeniser_fixable	accent_stripped
orgtre	piu	piu	1053049	tokeniser_fixable	accent_stripped
orgtre	cosi	cosi	906780	tokeniser_fixable	accent_stripped
orgtre	farlo	farlo	378367	tokeniser_fixable	clitic_verb
orgtre	tanto	tangere	370108	phantom_upstream_lemma	lemma_guess=tangere
orgtre	nessun	nessun	176654	residual	
orgtre	nessuna	nessun	136923	residual	
orgtre	farti	farti	131358	tokeniser_fixable	clitic_verb
orgtre	farmi	farmi	118804	tokeniser_fixable	clitic_verb
orgtre	perchè	perchè	115085	residual	
orgtre	fammi	fammi	93692	residual	
orgtre	finche	finche	92284	tokeniser_fixable	accent_stripped
orgtre	verita	verita	91974	tokeniser_fixable	accent_stripped
orgtre	dirmi	dirmi	90946	tokeniser_fixable	clitic_verb
orgtre	dammi	dammi	89931	residual	
orgtre	smettila	smettila	88295	residual	
orgtre	dirlo	dirlo	86138	tokeniser_fixable	clitic_verb
orgtre	saperlo	saperlo	82902	tokeniser_fixable	clitic_verb
orgtre	vuol	vuol	80600	residual	
orgtre	dev'	dev'	76897	residual	
orgtre	dirti	dirti	74899	tokeniser_fixable	clitic_verb
orgtre	preoccuparti	preoccuparti	72858	tokeniser_fixable	clitic_verb
orgtre	scusami	scusami	69787	tokeniser_fixable	clitic_verb
orgtre	Mike	mike	66746	proper_noun	
orgtre	vederti	vederti	63493	tokeniser_fixable	clitic_verb
orgtre	possibilita	possibilita	62055	tokeniser_fixable	accent_stripped
orgtre	Charlie	charlie	59459	proper_noun	
orgtre	FBI	fbi	59030	numerals_acronyms	
orgtre	esserci	esserci	58493	tokeniser_fixable	clitic_verb
orgtre	Henry	henry	55869	proper_noun	
orgtre	I'	i'	55610	residual	
orgtre	's	's	55516	residual	
orgtre	Jane	jane	55185	proper_noun	
orgtre	andra	andra	54240	proper_noun	
orgtre	averlo	averlo	53294	tokeniser_fixable	clitic_verb
orgtre	lasciami	lasciami	53010	tokeniser_fixable	clitic_verb
orgtre	aiutarti	aiutarti	52947	tokeniser_fixable	clitic_verb
orgtre	vattene	vattene	52097	residual	
orgtre	George	george	50218	proper_noun	
orgtre	é	é	49966	residual	
orgtre	percio	percio	49269	tokeniser_fixable	accent_stripped
orgtre	ascoltami	ascoltami	48436	tokeniser_fixable	clitic_verb
orgtre	parlarne	parlarne	47768	tokeniser_fixable	clitic_verb
orgtre	alcun	alcun	46590	residual	
orgtre	Danny	danny	45390	proper_noun	
orgtre	bellissima	bellissima	44797	residual	
orgtre	America	america	44559	proper_noun	
orgtre	farla	farla	44430	tokeniser_fixable	clitic_verb
orgtre	averti	averti	43703	tokeniser_fixable	clitic_verb
orgtre	farsi	farsi	43254	tokeniser_fixable	clitic_verb
orgtre	siediti	siediti	41348	residual	
orgtre	avra	avra	41009	residual	
orgtre	aiutarmi	aiutarmi	40357	tokeniser_fixable	clitic_verb
orgtre	farcela	farcela	40186	tokeniser_fixable	clitic_verb
orgtre	parlarti	parlarti	40082	tokeniser_fixable	clitic_verb
orgtre	Jimmy	jimmy	40012	proper_noun	
orgtre	gliel'	gliel'	39678	residual	
orgtre	farle	farle	39238	tokeniser_fixable	clitic_verb
orgtre	vederlo	vederlo	38729	tokeniser_fixable	clitic_verb
orgtre	Jake	jake	38477	proper_noun	
orgtre	qualcos'	qualcos'	37741	residual	
orgtre	darti	darti	37359	tokeniser_fixable	clitic_verb
orgtre	verra	verra	36922	residual	
orgtre	avermi	avermi	36812	tokeniser_fixable	clitic_verb
orgtre	Ryan	ryan	36340	proper_noun	
orgtre	bellissimo	bellissimo	36336	residual	
orgtre	darmi	darmi	36279	tokeniser_fixable	clitic_verb
orgtre	maggior	maggior	35413	residual	
orgtre	aiutarla	aiutarla	34621	tokeniser_fixable	clitic_verb
orgtre	Amy	amy	33718	proper_noun	
orgtre	Claire	claire	33162	proper_noun	
orgtre	Daniel	daniel	32721	proper_noun	
orgtre	guardami	guardami	32604	tokeniser_fixable	clitic_verb
orgtre	Emma	emma	32401	proper_noun	
orgtre	andartene	andartene	32304	tokeniser_fixable	clitic_verb
orgtre	Kevin	kevin	32204	proper_noun	
orgtre	Tommy	tommy	32169	proper_noun	
orgtre	Gesu	gesu	31926	residual	
orgtre	Resynch	resynch	31916	residual	
orgtre	Rachel	rachel	31673	proper_noun	
orgtre	averla	averla	31588	tokeniser_fixable	clitic_verb
orgtre	Emily	emily	31533	proper_noun	
orgtre	Richard	richard	31519	proper_noun	
orgtre	Kate	kate	31438	proper_noun	
orgtre	Steve	steve	31436	proper_noun	
orgtre	Charles	charles	31411	proper_noun	
orgtre	vederla	vederla	31099	tokeniser_fixable	clitic_verb
orgtre	Washington	washington	31077	proper_noun	
orgtre	Londra	londra	31029	proper_noun	
orgtre	Scott	scott	30781	proper_noun	
orgtre	aiutami	aiutami	30648	tokeniser_fixable	clitic_verb
orgtre	avro	avro	30382	residual	
orgtre	dirle	dirle	30248	tokeniser_fixable	clitic_verb
orgtre	digli	digli	29506	residual	
orgtre	fargli	fargli	29216	tokeniser_fixable	clitic_verb
orgtre	dirtelo	dirtelo	29134	tokeniser_fixable	clitic_verb
orgtre	chiederti	chiederti	28846	tokeniser_fixable	clitic_verb
orgtre	laggiu	laggiu	28589	residual	
orgtre	Johnny	johnny	28418	proper_noun	
orgtre	Robert	robert	28344	proper_noun	
orgtre	Billy	billy	28282	proper_noun	
orgtre	prendermi	prendermi	28160	tokeniser_fixable	clitic_verb
orgtre	trovarlo	trovarlo	27860	tokeniser_fixable	clitic_verb
orgtre	Chris	chris	27560	proper_noun	
orgtre	Adam	adam	27499	proper_noun	
orgtre	andarci	andarci	27421	tokeniser_fixable	clitic_verb
orgtre	Angeles	angeles	27396	residual	
orgtre	Hank	hank	27318	proper_noun	
orgtre	uccidermi	uccidermi	26928	tokeniser_fixable	clitic_verb
orgtre	esserlo	esserlo	26903	tokeniser_fixable	clitic_verb
orgtre	Barry	barry	26564	proper_noun	
orgtre	pensarci	pensarci	26490	tokeniser_fixable	clitic_verb
orgtre	tantissimo	tantissimo	26440	residual	
orgtre	Brian	brian	26345	proper_noun	
orgtre	Parigi	parigi	26334	proper_noun	
orgtre	succedera	succedera	25820	residual	
orgtre	Pete	pete	25795	proper_noun	
orgtre	quand'	quand'	25645	residual	
orgtre	andarmene	andarmene	25453	tokeniser_fixable	clitic_verb
orgtre	credimi	credimi	25332	residual	
orgtre	scusatemi	scusatemi	24958	residual	
orgtre	prenderti	prenderti	24936	tokeniser_fixable	clitic_verb
orgtre	Luke	luke	24778	proper_noun	
orgtre	chiamami	chiamami	24753	tokeniser_fixable	clitic_verb
orgtre	Chuck	chuck	24681	proper_noun	
orgtre	Louis	louis	24672	proper_noun	
orgtre	nient'	nient'	24613	residual	
orgtre	dirgli	dirgli	24609	tokeniser_fixable	clitic_verb
orgtre	vedermi	vedermi	24573	tokeniser_fixable	clitic_verb
orgtre	potra	potra	24511	residual	
orgtre	Ted	ted	24425	proper_noun	
orgtre	crederci	crederci	24402	tokeniser_fixable	clitic_verb
orgtre	andarsene	andarsene	24310	tokeniser_fixable	clitic_verb
orgtre	Eric	eric	24288	proper_noun	
orgtre	Eddie	eddie	24210	proper_noun	
orgtre	muoviti	muoviti	24148	residual	
orgtre	andarcene	andarcene	23962	tokeniser_fixable	clitic_verb
orgtre	Thomas	thomas	23961	proper_noun	
orgtre	dargli	dargli	23742	tokeniser_fixable	clitic_verb
orgtre	vorra	vorra	23674	residual	
orgtre	Martin	martin	23484	proper_noun	
orgtre	Lily	lily	23434	proper_noun	
orgtre	chiamarmi	chiamarmi	23428	tokeniser_fixable	clitic_verb
orgtre	Maria	maria	23307	proper_noun	
orgtre	Dean	dean	23196	proper_noun	
orgtre	offerto	offerto	23136	residual	
orgtre	dovro	dovro	23126	residual	
orgtre	ucciderlo	ucciderlo	22874	tokeniser_fixable	clitic_verb
orgtre	societa	societa	22737	tokeniser_fixable	accent_stripped
orgtre	Harvey	harvey	22624	proper_noun	
orgtre	prenderlo	prenderlo	22542	tokeniser_fixable	clitic_verb
orgtre	Oliver	oliver	22513	proper_noun	
orgtre	aiutarci	aiutarci	22508	tokeniser_fixable	clitic_verb
orgtre	conoscerti	conoscerti	22383	tokeniser_fixable	clitic_verb
orgtre	Carl	carl	22352	proper_noun	
orgtre	Lucy	lucy	22199	proper_noun	
orgtre	Simon	simon	21953	proper_noun	
orgtre	Phil	phil	21918	proper_noun	
orgtre	lasciarmi	lasciarmi	21846	tokeniser_fixable	clitic_verb
orgtre	lascialo	lascialo	21843	tokeniser_fixable	clitic_verb
orgtre	dirci	dirci	21781	tokeniser_fixable	clitic_verb
orgtre	O'	o'	21766	residual	
orgtre	Annie	annie	21598	proper_noun	
orgtre	Josh	josh	21592	proper_noun	
orgtre	parlarle	parlarle	21434	tokeniser_fixable	clitic_verb
orgtre	scusarmi	scusarmi	21301	tokeniser_fixable	clitic_verb
orgtre	Abby	abby	21190	proper_noun	
orgtre	Elena	elena	21175	proper_noun	
orgtre	dirmelo	dirmelo	21163	tokeniser_fixable	clitic_verb
orgtre	dovra	dovra	21138	residual	
orgtre	Morgan	morgan	20723	proper_noun	
orgtre	Jeff	jeff	20699	proper_noun	
orgtre	sentirmi	sentirmi	20628	tokeniser_fixable	clitic_verb
orgtre	dirglielo	dirglielo	20499	tokeniser_fixable	clitic_verb
orgtre	Kim	kim	20447	proper_noun	
orgtre	Sean	sean	20324	proper_noun	
orgtre	Olivia	olivia	20300	proper_noun	
orgtre	Vincent	vincent	20131	proper_noun	
orgtre	farvi	farvi	20119	tokeniser_fixable	clitic_verb
orgtre	lasciatemi	lasciatemi	20106	residual	
orgtre	bell'	bell'	19990	residual	
orgtre	smetterla	smetterla	19975	tokeniser_fixable	clitic_verb
orgtre	Maggie	maggie	19968	proper_noun	
orgtre	Sissignore	sissignore	19858	residual	
orgtre	Season	season	19853	foreign_word	
orgtre	Episode	episode	19708	foreign_word	
orgtre	trovarla	trovarla	19700	tokeniser_fixable	clitic_verb
orgtre	Rick	rick	19540	proper_noun	
orgtre	fatemi	fatemi	19531	residual	
orgtre	muoversi	muoversi	19397	tokeniser_fixable	clitic_verb
orgtre	penny	penny	19331	proper_noun	
orgtre	Kyle	kyle	19276	proper_noun	
orgtre	dillo	dillo	19221	residual	
orgtre	Amanda	amanda	19132	proper_noun	
orgtre	Karen	karen	19034	proper_noun	
orgtre	Chicago	chicago	18906	residual	
orgtre	daro	daro	18860	residual	
orgtre	Elizabeth	elizabeth	18789	proper_noun	
orgtre	darle	darle	18677	tokeniser_fixable	clitic_verb
